Code,Label
d=hv&amp;cf=info&amp;id=1800125316,0
cid=643,0
cid=1781,0
cid=3768,0
aid=/20041006/reviews/40920011/1023,0
cid=243,0
title_star=teawithm,0
cid=1334,0
title=teaching+mrs.+tingle,0
aid=/20030307/reviews/303070304/1023,0
cid=4719,0
d=hv&amp;id=1800380408&amp;cf=info&amp;intl=us,0
cid=1718,0
title=tender+mercies,0
reviewid=2527,0
id=441,0
id=7370,0
id=terminator,0
id=terminator2,0
res=9f01efd6143af932a35754c0a9659c8b63,0
cid=3152,0
cid=1856,0
id=texaschainsawmassacre74,0
aid=/20031017/reviews/310170308/1023,0
aid=/19860825/reviews/608250301/1023,0
cid=4113,0
cid=2071,0
aid=/19991022/reviews/910220306/1023,0
cid=1697,0
cid=2792,0
cid=4981,0
res=9c0de4dd133cf930a15751c1a96e958260,0
aid=/19990122/reviews/901220306/1023,0
id=1208,0
cid=529,0
id=theressomethingaboutmary,0
num=6626,0
film_id=937,0
site=program&amp;id=135,0
cid=2821,0
reviewid=478,0
cid=1857,0
aid=/20021222/reviews08/40802010/1023,0
m=133919,0
cid=1194,0
file=/chronicle/archive/1999/07/02/dd38647.dtl,0
aid=/19990108/reviews/901080302/1023,0
cid=2181,0
res=9d03e6db1130f933a1575bc0a9659c8b63,0
film=oid%3a173812,0
cid=4872,0
aid=/20000804/reviews/8040307/1023,0
cid=2772,0
cid=3600,0
i=159,0
res=9f0ce7d8123ef93aa35757c0a965958260,0
aid=/19930423/reviews/304230305/1023,0
res=9c03e1d7103cf934a35756c0a96f958260,0
cid=2431,0
movie=9160&amp;reviewer=198,0
res=9c04e6dc103cf93ba25754c0a9659c8b63,0
cid=2327,0
aid=/19970919/reviews/709190307/1023,0
cid=1531,0
node=dvd/reviews/dvd46128,0
cid=1603,0
cid=2085,0
r=74631,0
aid=/20040719/reviews/40719003/1023,0
v_id=284364,0
cid=2995,0
cid=3071,0
cid=3989,0
id=327,0
res=9c03eed81639f937a15754c0a960958260,0
aid=/19960726/reviews/607260302/1023,0
cid=2072,0
r=53918,0
cid=430,0
id=titanic,0
cid=2332,0
uri=http://movies2.nytimes.com/2003/09/19/movies/19tobe.html,0
id=257,0
aid=/19941223/reviews/412230303/1023,0
file=/chronicle/archive/1995/09/08/dd21313.dtl,0
cid=3208,0
f=/c/a/2003/07/25/dd254992.dtl,0
aid=/20030725/reviews/307250302/1023,0
cid=1732,0
objectid=3541,0
cid=1888,0
aid=/19881223/reviews/812230304/1023,0
r=57441,0
tortilla+soup,0
cid=2251,0
cid=1762,0
aid=/20040206/reviews/402060305/1023,0
cid=1719,0
cid=3089,0
cid=2728,0
objectid=4279,0
aid=/20010101/reviews/101010301/1023,0
title=trainspotting,0
jsessionid=rtktggkp1yph5yqlrtbysk1w179ymt5jzqwfghnmttfbnnyq3nxk!1796226138&amp;&amp;rid=9431,0
cid=5477,0
aid=/20021011/reviews/210110306/1023,0
rid=5673,0
review=48147_daverules,0
aid=/19940408/reviews/404080303/1023,0
file=/chronicle/archive/1999/07/23/dd83367.dtl,0
cid=2386,0
v_id=288976,0
cid=790,0
article_no=1923,0
aid=/20031226/reviews/312260303/1023,0
display=movie&amp;id=3427,0
storyid=1688131,0
id=87,0
cid=2671,0
ring=tronwebring,0
id=3691,0
id=12608,0
obj_id=31390&amp;aff_id=0&amp;this_cat=development+heck,0
id=90,0
id=troy.htm,0
id=17009,0
id=179,0
id=1073,0
id=433,0
aid=/20040514/reviews/405140304/1023,0
id=7505,0
symbol=troy,0
aid=/19990319/reviews/903190305/1023,0
cid=4875,0
title=truman+show+the,0
res=9d07e4d7103bf936a35755c0a96e958260,0
aid=/19960426/reviews/604260305/1023,0
vnu_content_id=1677981,0
cid=1734,0
aid=/19991210/reviews/912100305/1023,0
aid=/20031114/reviews/311140306/1023,0
cid=2987,0
aid=/20040521/reviews/405210302/1023,0
cid=1833,0
cid=2092,0
aid=/20040227/reviews/402270304/1023,0
cid=2224,0
objectid=3601,0
v_id=278035,0
d=hv&amp;cf=info&amp;id=1808396013,0
pg=3&amp;tt=50907,0
cid=4012,0
cid=5404,0
cid=5418,0
cid=5519,0
cid=5224,0
cid=4878,0
cid=3149,0
cid=4980,0
cid=2555,0
cid=3526,0
cid=1171,0
cid=97,0
id=tocatchathief,0
cid=4851,0
48728,0
cid=2659,0
cid=639,0
cid=2989,0
cid=3033,0
cid=3133,0
rid=9935&amp;vnu_special_account_code=thrsiteimdbpro,0
display=movie&amp;id=11149,0
&amp;rid=9119,0
rid=11518,0
identifier=1323,0
identifier=1394,0
display=movie&amp;id=11203,0
cid=2075,0
aid=/20000421/reviews/4210308/1023,0
aid=/19890721/reviews/907210303/1023,0
cid=339,0
aid=/19971003/reviews/710030303/1023,0
id=7570,0
cid=4101,0
category=0&amp;id=34781,0
aid=/20040402/reviews/404020306/1023,0
cid=2647,0
aid=/19890816/reviews/908160302/1023,0
cid=2708,0
cid=2732,0
id=453,0
aid=/19920710/reviews/207100302/1023,0
cid=1759,0
id=3960,0
aid=/19920117/reviews/201170304/1023,0
cid=2782,0
id=20477,0
id=37,0
categoryid=1238&amp;cs=1,0
cid=2103,0
id=14290,0
d=hv&amp;cf=info&amp;id=1808416650,0
vnu_content_id=1954655,0
aid=/20030815/reviews/308150305/1023,0
title_star=mollygun,0
aid=/19980925/reviews/809250305/1023,0
cid=2482,0
aid=/20000922/reviews/9220303/1023,0
aid=/20080124/reviews/801240301,0
jsessionid=b5m1hv8p5rtwh1chwfpzjy7j8kdd10jjjbnqn9vm2nkg96bdcht1!-1562314872&amp;&amp;rid=10469,0
identifier=1453,0
id=465,0
id=vforvendetta.htm,0
moviekey=vforvendetta,0
d=hv&amp;id=1808632423&amp;cf=info,0
id=23892@kyw.dayport.com,0
tmid=2057,0
script=v_for_vendetta_2005,0
kbffefb,0
oid=oid%3a80060,0
id=13588,0
name=content&amp;pa=showpage&amp;pid=2672,0
norewrite200608171508&amp;sourcedomain=www.the-mass-media.com,0
id=365482006,0
id=2031&amp;p=.htm,0
ex=1159761600&amp;en=4908018bf94b1d54&amp;ei=5070,0
id=2040,0
norewrite200612210823&amp;sourcedomain=www.theracquet.net,0
uuid=3f90372a-0e88-42ef-b338-9560d5e28daf,0
id=6680,0
id=vforvendetta_gonzalez,0
entry=v_for_vendetta1,0
mrqe,0
id=14213826&amp;ctid=5&amp;cid=2426,0
vnu_content_id=1001701281,0
aid=/20060810/columns05/60810003/1089/entertainment,0
id=2030&amp;p=l.htm,0
sectionid=12&amp;subsectionid=54&amp;articleid=11776&amp;tm=67090.11,0
norewrite200610070939&amp;sourcedomain=www.jhunewsletter.com,0
sourcedomain=www.dailynorthwestern.com&amp;miihost=media.collegepublisher.com,0
id=1734395,0
article=1188,0
aid=/20060316/reviews/60308005/1023,0
id=489,0
id=1472,0
id=6795,0
section=reviews&amp;id=9194,0
mid=141758&amp;pid=10122381&amp;tab=reviews&amp;cid=18,0
id=8810,0
id=4564,0
reviewid=4739,0
mode=joblo_dvds&amp;id=1361,0
r=130942&amp;c=1055,0
dvdid=117300,0
contentid=63435,0
id=25347,0
columnid=9671,0
showreview=8959,0
va+savoir,0
d=hv&amp;id=1808465490&amp;cf=info,0
aid=/20040521/reviews/405210303/1023,0
cid=2860,0
^valentine+(2001),0
symbol=valkr,0
option=com_content&amp;task=view&amp;id=2873&amp;itemid=99,0
^valley+girl+(1983),0
cid=5139,0
valmont,0
cid=2469,0
vampire%27s+seduction,0
f=/e/a/1995/10/27/weekend9743.dtl,0
f=/c/a/1996/04/12/dd22161.dtl,0
aid=/19951027/reviews/510270305/1023,0
cid=937,0
^vampires+(1998),0
cid=2502,0
q=vamps,0
id=428,0
r=67445,0
id=1077,0
movieid=335,0
m=vanillasky,0
cid=3774,0
vanilla+sky,0
click_id=5&amp;art_id=qw1011947404429c432&amp;set_id=9,0
aid=/20011214/reviews/112140304/1023,0
^vanishing+the+(1993),0
id=279,0
aid=/20040901/reviews/40901001/1023,0
varian%27s+war,0
cid=3346,0
variety+lights,0
cid=2605,0
cid=1305,0
varsity+blues,0
aid=/19990115/reviews/901150306/1023,0
vatel,0
vegas+vacation,0
vegas+in+space,0
cid=1986,0
velocity+trap,0
velocity+of+gary,0
cid=1611,0
cid=1172,0
velvet+goldmine,0
aid=/19981106/reviews/811060303/1023,0
q=vengo,0
^vera+cruz+(1954),0
cid=3085,0
aid=/20041021/reviews/40921004/1023,0
id=1070,0
cid=5457,0
cid=2694,0
vertical+limit,0
aid=/20001208/reviews/12080303/1023,0
vertical+ray+of+the+sun,0
cid=3818,0
^vertigo+(1958),0
aid=/19961013/reviews08/401010371/1023,0
cid=32,0
fid=211,0
cid=1173,0
very+bad+things,0
aid=/19981125/reviews/811250305/1023,0
aid=/20041216/reviews/41201006/1023,0
cid=3327,0
cid=4724,0
aid=/20030322/reviews/303220304/1023,0
cid=3872,0
^violet+(2000/ii),0
cid=3486,0
cid=1667,0
aid=/20050106/reviews/501060302/1023,0
display=movie&amp;id=7195,0
virgin+suicides,0
cid=2146,0
aid=/20000505/reviews/5050305/1023,0
cid=2232,0
^virginian+the+(2000)+(tv),0
cid=2104,0
virtual+sexuality,0
virtuosity,0
^virus+(1999),0
aid=/19990117/reviews/901170301/1023,0
vision+quest,0
cid=3353,0
^visit+the+(2000/i),0
aid=/19960719/reviews/607190307/1023,0
cid=1726,0
q=vivid,0
cid=2155,0
voices+from+a+locked+room,0
^volcano+(1997),0
aid=/19970425/reviews/704250305/1023,0
cid=3357,0
von+ryan%27s+express,0
cid=3490,0
voyage+to+the+beginning+of+the+world,0
cid=2408,0
q=voyage+to+the+bottom+of+the+sea,0
jsessionid=mlqhh2fpdpfbymdvrglllh6xxmllqtbdcl1tglvshrdnhwpnnt1c!1602131112&amp;&amp;rid=10945,0
layout=festivals&amp;jump=review&amp;id=2471&amp;reviewid=ve1117934660&amp;cs=1&amp;p=0,0
id=228,0
id=1103,0
id=445,0
cid=2828,0
waco+a+new+revelation,0
waco+the+rules+of+engagement,0
cid=417,0
aid=/19980102/reviews/801020302/1023,0
q=wag+the+dog,0
wait+until+dark,0
cid=3584,0
cid=2637,0
waiting+for+guffman,0
cid=3385,0
aid=/19951222/reviews/512220305/1023,0
title=waking+ned+devine,0
waking+ned+devine,0
aid=/19981211/reviews/812110305/1023,0
waking+up+in+reno,0
res=9902eedd143df937a15750c0a9669c8b63,0
q=waking+the+dead,0
walk+in+the+clouds,0
cid=2825,0
cid=1592,0
walk+on+the+moon,0
aid=/20051117/reviews/51107006/1023,0
id=452,0
walk+to+remember,0
cid=3846,0
id=1860,0
aid=/19970413/reviews08/401010372/1023,0
v_id=288384,0
aid=/20040402/reviews/404020307/1023,0
walking+and+talking,0
cid=2675,0
^wall+street+(1987),0
aid=/19871211/reviews/712110302/1023,0
^wanderers+the+(1979),0
cid=3988,0
number=1316,0
id=6811,0
cid=1891,0
cid=782,0
q=war+at+home,0
cid=3765,0
review=510,0
cid=3182,0
objectid=3738,0
cid=2796,0
id=15618,0
cid=3626,0
cid=358,0
cid=2447,0
option=com_content&amp;task=view&amp;id=1990&amp;itemid=99,0
id=40371,0
nid=19672,0
article=4518,0
id=20181,0
movie_id=52,0
rsswhen2007-06-15_114600&amp;rssid=796814,0
id=21104,0
article=4643,0
id=2450,0
id=6086,0
a=story&amp;b=28416,0
id=41149,0
cid=4368,0
cid=999,0
cid=3007,0
file=//chronicle/archive/1996/05/17/dd50586.dtl,0
p=avg&amp;sql=a116064,0
p=avg&amp;sql=a53583,0
cid=2110,0
cid=3954,0
cid=1119,0
cid=2419,0
res=9c01e3d71539f93ba3575ac0a9669c8b63,0
mid=132943&amp;buy=closed&amp;tab=reviews&amp;cid=13,0
id=3808,0
tmid=277,0
cid=3224,0
aid=/19920214/reviews/202140304/1023,0
cid=3335,0
cid=3336,0
v_id=287908,0
aid=/20040820/reviews/408200301/1023,0
cid=3981,0
cid=2822,0
cid=488,0
cid=1751,0
aid=/20021018/reviews/210180312/1023,0
aid=/20040220/reviews/402200302/1023,0
cid=340,0
cid=981,0
cid=4698,0
cid=3400,0
cid=1943,0
cid=4852,0
cid=3834,0
aid=/19850927/reviews/509270303/1023,0
v_id=273384,0
uniq=39,0
cid=3045,0
cid=3712,0
cid=4672,0
title_star=whatswor,0
cid=3873,0
cid=967,0
cid=2313,0
cid=1949,0
cid=2711,0
aid=/20030404/reviews/304040306/1023,0
cid=4761,0
cid=874,0
cid=1494,0
cid=2015,0
cid=3425,0
cid=34,0
cid=3766,0
cid=3529,0
cid=835,0
cid=3291,0
cid=3326,0
cid=2252,0
cid=2297,0
cid=2463,0
cid=2692,0
cid=4196,0
cid=2817,0
cid=2422,0
cid=3402,0
file=whi-bal,0
aid=/20040623/reviews/406230301/1023,0
cid=2657,0
id=741,0
mid=7203&amp;buy=open&amp;pid=10089313&amp;tab=reviews&amp;cid=18,0
cid=1928,0
aid=/19920327/reviews/203270305/1023,0
aid=/19880513/reviews/805130302/1023,0
mid=2044526,0
f=/c/a/2002/10/11/dd184489.dtl,0
movie=6196,0
reviewid=731,0
aid=/20021011/reviews/210110308/1023,0
cid=766,0
cid=3736,0
cid=2005,0
cid=3299,0
cid=913,0
aid=/19880622/reviews/806220301/1023,0
cid=2283,0
aid=/20040409/reviews/404090306/1023,0
f=/c/a/1996/12/27/dd73777.dtl,0
cid=804,0
cid=3275,0
page=67,0
aid=/20040903/reviews/409020302/1023,0
cid=3530,0
movie=7770,0
title_star=wildbill,0
cid=3314,0
&amp;rid=8858,0
cid=5621,0
cid=787,0
newparrots02.htm,0
f=/c/a/2005/11/03/bag6cfhv8q1.dtl,0
f=/c/a/2005/11/01/mngg3fh6vb1.dtl&amp;feed=rss.news,0
f=/c/a/2005/11/04/bagq8fj3ed1.dtl,0
contentid=11247,0
nextlink=display&amp;did=542,0
aid=/20050331/reviews/50322003/1023,0
id=1587,0
type=review&amp;id=1138,0
film=oid%3a270420,0
section=reviews&amp;id=7068,0
oid=34577,0
cid=578,0
fid=217,0
cid=1312,0
aid=/19990630/reviews/906300302/1023,0
aid=/19900817/reviews/8170301/1023,0
cid=807,0
cid=3168,0
aid=/20030314/reviews/303140306/1023,0
d=hv&amp;id=1800135810&amp;cf=info,0
id=1858,0
cid=3746,0
aff_id=0&amp;obj_id=31701&amp;this_cat=video+%26+dvd,0
mid=2093&amp;buy=closed&amp;pid=10096464&amp;tab=reviews&amp;cid=18,0
contentid=5196,0
review_id=1708,0
reviewid=3014,0
aid=/19880520/reviews/805200302/1023,0
id=10853,0
cid=3478,0
aid=/20040917/reviews/409170304/1023,0
^wimbledon+(2004),0
r=57936,0
aid=/20040123/reviews/401230303/1023,0
p=avg&amp;sql=1:54716,0
cid=3745,0
cid=1244,0
film=oid%3a142162,0
res=980ce0df153cf937a25755c0a9649c8b63,0
f=/c/a/2002/06/14/dd234532.dtl&amp;type=movies,0
pagename=article&amp;node=style/movies/reviews&amp;contentid=a44864-2002jun13&amp;notfound=true,0
layout=review&amp;reviewid=ve1117917916,0
aid=/20020614/reviews/206140305/1023,0
title_star=windtalk,0
cid=1061,0
cid=3708,0
cid=389,0
cid=1417,0
cid=454,0
cid=2636,0
cid=2748,0
cid=2973,0
cid=3289,0
cid=1257,0
cid=1391,0
cid=3559,0
cid=2511,0
movie=2501&amp;reviewer=283,0
aid=/19900824/reviews/8240301/1023,0
cid=2002,0
cid=3544,0
cid=945,0
v_id=291143,0
cid=3827,0
cid=1772,0
ring=ozsites;home,0
ring=ringofoz;home,0
cid=85,0
cid=3990,0
cid=2359,0
id=508d4a88-2d96-41a8-adfd-fdcc6bc71643,0
cid=1392,0
cid=1862,0
cid=2865,0
cid=2826,0
cid=1538,0
cid=2878,0
cid=3120,0
cid=1937,0
film=oid%3a142489,0
cid=987,0
cid=3046,0
cid=5349,0
cid=550,0
cid=1351,0
aid=/20040723/reviews/407230303/1023,0
cid=1572,0
id=11339,0
cid=1120,0
cid=2545,0
cid=3147,0
cid=2017,0
layout=features2006&amp;content=jump&amp;jump=review&amp;dept=sundance&amp;nav=rsundance&amp;articleid=ve1117929364,0
aid=/19980118/reviews08/401010373/1023,0
cid=784,0
cid=509,0
cid=5612,0
cid=5587,0
review=729,0
cid=5700,0
id=weddingcrashers.htm,0
v_id=162675,0
&amp;rid=11064,0
jsessionid=hrzfld5wppdlyh6lncr3pxm95vtqg72rt0vpynkxpbq2sr2ptgg2!1587555933&amp;&amp;rid=11280,0
identifier=1330,0
jsessionid=qb4rlhgfsf25r2mpzntnscsqbqggktvplncj1pmzczs0synnjmyp!2135715977&amp;&amp;rid=11651,0
identifier=1375,0
aid=/20081015/reviews/810150285,0
cid=673,0
cid=1752,0
movieid=330,0
aid=/20050428/reviews/50415002/1023,0
tmid=483,0
page=yankeedo.inc,0
aid=/19980705/reviews08/401010377/1023,0
cid=3066,0
res=9c03e5de133ef933a15753c1a9669c8b63,0
cid=778,0
cid=2253,0
cid=2844,0
cid=1511,0
v_id=290145,0
aid=/20001117/reviews/11170306/1023,0
cid=2658,0
d=hv&amp;id=1808489330&amp;cf=info,0
cid=1791,0
young%2520adam,0
filmid=1433,0
display=movie&amp;id=10052,0
jsessionid=r48nlhzw9b101ykfj2yqrjcymwwgwlys0ftrqmv6k26blv1kyhpr!-1330354719&amp;&amp;rid=11224,0
cid=3041,0
reviewid=626,0
aid=/19920703/reviews/207030301/1023,0
cid=456,0
f=/c/a/2004/07/23/ddg257qtl41.dtl,0
aid=/20040806/reviews/408060307/1023,0
ring=antispice,0
p=amg&amp;sql=bn7uvad4ky8w2,0
path=bass11690311,0
path=drums12838311,0
path=guitar16311,0
p=amg&amp;sql=bo5ri288u056a,0
r=37478,0
mainm2,0
p=amg&amp;sql=b8s820r1ac48n~c,0
page=articles/index.cfm&amp;article_id=238,0
id=26379,0
p=amg&amp;sql=1patti%7caustin,0
id=14106,0
main_page=page&amp;id=8&amp;chapter=0&amp;zenid=114b28a03d4d3cf43f31e516e5b8ca48,0
bandid=3390,0
artistid=1000252,0
artistid=180,0
sid=a-teensnet,0
ring=abbaring,0
stagename=pure%20abba%20%28abba%20tribute%29,0
abc,0
id=1669,0
id=10228,0
id=8643,0
id=2022,0
artist=ac_dc,0
p=amg&amp;sql=bhc831vsjzz9a,0
artistid=1000297,0
mode=2&amp;page=page1012.php,0
p=amg&amp;sql=bqmfnzfsheh5k,0
p=amg&amp;sql=b59kku3t5an5k,0
p=amg&amp;sql=blu7ibkk96akv,0
contentid=157266,0
p=amg&amp;sql=bwiaxlffe5cqp,0
var_artist=bryan%20adams,0
p=amg&amp;sql=b99548qmtbtb4,0
p=amg&amp;sql=bdifexqujldke,0
p=amg&amp;sql=by9dfyl6jxpzb,0
p=amg&amp;sql=b4287gjlrj6iw,0
id=1357,0
id=1329,0
id=1138,0
artist=aerosmith,0
page=articles/index.cfm&amp;article_id=37,0
p=amg&amp;sql=b6s67gjirj6ix,0
a=after_the_fire,0
a=agnostic_front,0
p=amg&amp;sql=b5sdnvwzua9rk,0
uuid=cf16def8-6096-4895-9b36-c79526bb8a17,0
id=237,0
r=30322,0
christina%20aguilera,0
release_id=2911,0
release_id=2760,0
p=amg&amp;sql=bss4gtq8z9u46,0
p=amg&amp;sql=aut6uak1k0m3z,0
oid=oid%3a80242,0
page=alabamathree,0
p=amg&amp;sql=bzyx8b5n4nsqg,0
bandid=1323,0
id=12887,0
ads=x,0
nid=326,0
articleid=177,0
articleid=733,0
id=1706,0
page=q4music.review.redirect&amp;fixture_review=117772&amp;resource=117772&amp;fixture_artist=142640,0
nid=80,0
id=1675,0
fuseaction=user.viewprofile&amp;friendid=5751482,0
p=amg&amp;sql=b1ltqoauayij9,0
p=amg&amp;sql=br9kxlfhe5cqu,0
p=amg&amp;sql=bvhj97i2jg76r,0
a=gg_allin_and_the_jabbers,0
p=amg&amp;sql=bl1u36j7h7190,0
artistid=297,0
article=marcalmond,0
p=amg&amp;sql=brmfozfsheh6k,0
name=news&amp;file=article&amp;sid=540,0
p=amg&amp;sql=biy09keft7q7x,0
p=amg&amp;sql=bb95h8qmtbtb4,0
a=altered_images,0
p=amg&amp;sql=blkuk6jp871u0,0
p=amg&amp;sql=b2e851v7ozz9a,0
p=amg&amp;sql=b4a9sa9ugl23g,0
contentid=157282,0
p=amg&amp;sql=b2jrsa9cgb23s,0
f=23,0
phpsessid=a7d15a8bf4b95f7350322fd92ab88acf&amp;,0
mforum=tb,0
ring=bqring,0
ring=decipheryourmess,0
p=amg&amp;sql=b44120r5at48i,0
p=amg&amp;sql=bsch1z82a2yv1,0
p=amg&amp;sql=bw1ge4jo70waq,0
p=amg&amp;uid=uidmiss70402131809532114&amp;sql=bn7yvad8ky8w1,0
p=amg&amp;sql=be4ge4jj71wau,0
p=amg&amp;sql=bc95a8qmtbtq4,0
9.62E+11,0
p=amg&amp;sql=b369sa9qgb23d,0
p=amg&amp;sql=bfzfuxqy5ld6e,0
p=amg&amp;sql=b6jd1vw9va9yk,0
a=anti-nowhere_league,0
p=amg&amp;sql=11:fbu1z81ajyv6,0
p=amg&amp;sql=bqnk9kect7q7v,0
artistid=1001137,0
p=amg&amp;sql=b3zrn28or055a,0
review=955,0
id=1276,0
contentid=157006,0
p=amg&amp;sql=bhb6atr2wklkx,0
p=amg&amp;sql=b5e6fmpef9fco,0
p=amg&amp;sql=b0ex1z8hajyv5,0
p=amg&amp;sql=bptfm964o3epc,0
a=tasmin_archer,0
p=amg&amp;sql=bnt5ibkg96akq,0
p=amg&amp;sql=b77120r4ac48c,0
oid=oid:102236,0
p=amg&amp;sql=b4287gjyrj6i9,0
persontype=10&amp;personid=119,0
p=amg&amp;sql=bhhogtq6z9u45,0
p=amg&amp;sql=blhjw7i3jg71r,0
grp_id=646,0
p=amg&amp;sql=b4287gjtrj6ip,0
storyid=4777190,0
d=hc&amp;id=1801923450&amp;cf=10,0
review=1315,0
p=amg&amp;sql=bqf8uakokjm3c,0
artist=ae,0
contentid=157938,0
p=amg&amp;sql=b5h9sa9qgb23f,0
v=1ppmaxcwwhs,0
sid=01/04/06/2116215,0
bandid=2846,0
id=2926,0
bandid=2051,0
fuseaction=user.viewprofile&amp;friendid=12788655,0
fuseaction=user.viewprofile&amp;friendid=2536349,0
fuseaction=user.viewprofile&amp;friendid=153838931,0
main_page=page&amp;id=33&amp;chapter=0,0
p=amg&amp;sql=b6tkku3t5an8k,0
p=amg&amp;sql=bl2ge4j271wau,0
p=amg&amp;sql=b3g77gjlr86i9,0
artist_id=637,0
p=amg&amp;sql=b67djvwnva9ik,0
forum_id=33,0
dest=%2fgroup%2fgayguysbackstreetboysclub%2f,0
dest=%2fgroup%2f-05sexualbsb-%2f,0
ring=getdown,0
ring=maturefanfic;list,0
ring=bsbrulez;list,0
ring=bttrswt_dlght;list,0
ring=brianlover;list,0
ring=bsbfu;list,0
interview=80,0
p=amg&amp;sql=bh84gtq8ztu4a,0
do=viewartist&amp;artistid=5,0
page=articles/index.cfm&amp;article_id=64,0
p=amg&amp;sql=b4q5tk60x9krd,0
p=amg&amp;sql=11:wdud6j3h7190,0
id=60,0
p=amg&amp;sql=bom8zefikhgf8,0
ring=michaelball;action=info;b=,0
id=61,0
p=amg&amp;uid=search&amp;sql=bnmeb97y7krst,0
p=amg&amp;sql=b28620roay48n,0
p=amg&amp;sql=acyem97y7krht,0
id=9701,0
p=amg&amp;sql=a42j97i2jg75r,0
id=10415,0
p=amg&amp;sql=a08qog4fttvoz,0
id=12357,0
artist_id=10,0
action=review&amp;hdneventid=1174,0
ring=jstclair,0
ring=kissmy;action=info;b=,0
p=amg&amp;sql=11:nu7m967o3ep2,0
p=amg&amp;sql=baf57gjwrj6ib,0
p=amg&amp;sql=b8bkbu3r5an5k,0
p=amg&amp;sql=11:iifnzfaheh7k,0
p=amg&amp;sql=11:nu5e8q9tbt04k,0
/artists/?artist=murphy,0
page=articles/index.cfm&amp;article_id=230,0
id=65,0
dir=bs2000,0
ndmviewid=news_view&amp;newsid=20040209005921&amp;newslang=en,0
jp=mhgbaugbidoj,0
ring=beatlelovers,0
ring=thecavern,0
ring=bilig,0
ring=beatboots,0
ring=beatles,0
ring=beatle,0
artist=beatles,0
p=amg&amp;sql=baq6tk6kx9krd,0
id=66,0
bandid=3589,0
p=amg&amp;sql=bwguk6j6h71r0,0
p=amg&amp;sql=11:rgfe4j370wal,0
p=amg&amp;sql=bgxknikx6bb19,0
http://www.adkg.com/reviews/music/benediction.html,0
aid=549&amp;aname=tony+bennett,0
p=amg&amp;sql=b71967uq0h0jw,0
p=amg&amp;sql=bkcfwxqr5ldte,0
aid=219&amp;aname=george+benson,0
id=bentley+rhythm+ace,0
id=67,0
a=heidi_berry,0
p=amg&amp;sql=byp09kemtsq7b,0
id=123,0
prod=&amp;sec=&amp;inter_id=357,0
p=amg&amp;sql=b6dd6vwdta9xk,0
a=big_audio_dynamite,0
p=amg&amp;sql=bbneb97u7krjt,0
sid=01/04/09/1659204,0
p=amg&amp;sql=be9k9kemt7q7x,0
artist=196,0
curr=0&amp;,0
p=amg&amp;sql=b5vmtk6kx9kr3,0
id=52,0
p=amg&amp;sql=b9rv8b5z49sq4,0
p=amg&amp;uid=uidsub020406180923052002&amp;sql=bcq5f8qcpbtv4,0
a=birthday_party,0
p=amg&amp;sql=bwisxlfde5cqi,0
src=search&amp;artist=frank+black,0
p=amg&amp;uid=cass70306050322&amp;sql=bi1uw6j4h71t0~c,0
art_id=70,0
p=amg&amp;uid=cass70306050322&amp;sql=bocbyxdkbjol0,0
p=amg&amp;uid=cass70306050322&amp;sql=b5q65mps39f7o,0
p=amg&amp;uid=cass70306050322&amp;sql=bofkbu3tgan2k,0
pages/bsl/default.asp,0
bandid=3287,0
p=amg&amp;uid=6:04:40|am&amp;sql=b995a8qttbtx4~c,0
id=68,0
id=2187,0
p=amg&amp;sql=bwxj9kept0q7b,0
id=68671,0
1.05E+12,0
bandid=995,0
p=amg&amp;sql=b4q6tk6jx9kr3,0
p=amg&amp;sql=bb26fmpzd9f1o,0
a=blow_monkeys,0
p=amg&amp;sql=bw9foxqq5ldke,0
artistid=17,0
id=3454,0
p=amg&amp;sql=11:4q6tk6jx9krf,0
p=amg&amp;sql=11:r9jxlfwegcqw,0
artist_id=156,0
p=amg&amp;sql=b3ae67uq0h0j3,0
ring=blurworld,0
ring=blur,0
dest=%2fgroup%2fbluranyone%2f,0
aid=/99999999/famousiowans/41221031&amp;theme=famous_iowans,0
p=amg&amp;sql=b6zmtk6rx9kra,0
a=bolshoi,0
../artists/catalogue/bolshoi/index.htm&amp;0,0
ring=michael_bolton,0
usernum=756106281&amp;cpv=1,0
page=features/index.cfm&amp;article_id=59,0
p=amg&amp;sql=bnorb286u05na,0
p=amg&amp;uid=miss70305181642&amp;sql=bid9gs33ya3pg,0
da=0&amp;qt=a&amp;qw=tracy+bonham&amp;an=tracy+bonham&amp;mid=64949,0
p=amg&amp;sql=bsm8zefbkhgf2,0
orig=/100/202/300/discorder/94-09/bourbon.txt,0
p=amg&amp;sql=bqtabqjklojda,0
p=amg&amp;uid=cass80305181832&amp;sql=bnnkvu3tkanxk,0
_requestid=76134,0
p=amg&amp;sql=bdudsyl2jxppb~c,0
p=amg&amp;sql=11:0z6htr39kl3x,0
artist=daryl%2bbraithwaite,0
p=amg&amp;sql=bkzh1z8ha2yv2,0
prod=&amp;sec=&amp;inter_id=365,0
release_id=2970,0
from=446140,0
oid=oid%3a76077,0
oid=oid%3a161536,0
p=amg&amp;sql=b48jweai04xd7,0
team_id=5,0
u_pageid=23,0
id=947,0
p=amg&amp;sql=bpzeb9757krkt~c,0
pid=9424&amp;aid=2777,0
p=amg&amp;sql=b26xsa9rgb23g,0
p=amg&amp;sql=b0x60trp9kl7x,0
